CustomerID,Value_segment
14188,80–95%
14506,80–95%
15531,80–95%
15372,80–95%
16098,80–95%
14730,80–95%
17082,80–95%
16754,80–95%
13305,80–95%
17612,80–95%
18188,80–95%
16698,80–95%
13630,80–95%
17827,80–95%
17679,Bottom 80%
17088,Bottom 80%
13593,Bottom 80%
13495,Bottom 80%
18204,Bottom 80%
13590,Bottom 80%
15493,Bottom 80%
14462,Bottom 80%
17790,Bottom 80%
17218,Bottom 80%
16341,Bottom 80%
14498,Bottom 80%
17554,Bottom 80%
12501,Bottom 80%
17337,Bottom 80%
14653,Bottom 80%
14418,Bottom 80%
14472,Bottom 80%
17490,Bottom 80%
14978,Bottom 80%
14655,Bottom 80%
17406,Bottom 80%
14217,Bottom 80%
13246,Bottom 80%
16983,Bottom 80%
15518,Bottom 80%
14285,Bottom 80%
14409,Bottom 80%
16426,Bottom 80%
12633,Bottom 80%
17228,Bottom 80%
16150,Bottom 80%
15819,Bottom 80%
14250,Bottom 80%
16938,Bottom 80%
14210,Bottom 80%
16942,Bottom 80%
17870,Bottom 80%
14934,Bottom 80%
15641,Bottom 80%
12560,Bottom 80%
12853,Bottom 80%
17463,Bottom 80%
12782,Bottom 80%
16170,Bottom 80%
16128,Bottom 80%
15157,Bottom 80%
17293,Bottom 80%
16986,Bottom 80%
12483,Bottom 80%
15021,Bottom 80%
15367,Bottom 80%
14524,Bottom 80%
17787,Bottom 80%
17738,Bottom 80%
15351,Bottom 80%
14887,Bottom 80%
13982,Bottom 80%
13890,Bottom 80%
12963,Bottom 80%
17422,Bottom 80%
18180,Bottom 80%
17469,Bottom 80%
12950,Bottom 80%
15814,Bottom 80%
17015,Bottom 80%
16102,Bottom 80%
16455,Bottom 80%
12518,Bottom 80%
14216,Bottom 80%
17519,Bottom 80%
13421,Bottom 80%
14459,Bottom 80%
18287,Bottom 80%
16152,Bottom 80%
15203,Bottom 80%
18122,Bottom 80%
16153,Bottom 80%
16169,Bottom 80%
16201,Bottom 80%
14533,Bottom 80%
16474,Bottom 80%
12584,Bottom 80%
13725,Bottom 80%
13650,Bottom 80%
16979,Bottom 80%
13048,Bottom 80%
14305,Bottom 80%
15812,Bottom 80%
16249,Bottom 80%
13562,Bottom 80%
13196,Bottom 80%
18235,Bottom 80%
12674,Bottom 80%
18179,Bottom 80%
17648,Bottom 80%
17663,Bottom 80%
13875,Bottom 80%
13510,Bottom 80%
14608,Bottom 80%
14935,Bottom 80%
17629,Bottom 80%
17750,Bottom 80%
17705,Bottom 80%
15260,Bottom 80%
16380,Bottom 80%
14215,Bottom 80%
17092,Bottom 80%
13481,Bottom 80%
16841,Bottom 80%
16719,Bottom 80%
14387,Bottom 80%
16681,Bottom 80%
15864,Bottom 80%
15594,Bottom 80%
12585,Bottom 80%
14621,Bottom 80%
16751,Bottom 80%
12424,Bottom 80%
12823,Bottom 80%
15220,Bottom 80%
13808,Bottom 80%
15067,Bottom 80%
15674,Bottom 80%
12704,Bottom 80%
13134,Bottom 80%
14595,Bottom 80%
17930,Bottom 80%
17353,Bottom 80%
17754,Bottom 80%
15241,Bottom 80%
13456,Bottom 80%
17457,Bottom 80%
14673,Bottom 80%
17043,Bottom 80%
15050,Bottom 80%
13157,Bottom 80%
17702,Bottom 80%
15267,Bottom 80%
17813,Bottom 80%
13094,Bottom 80%
15947,Bottom 80%
17162,Bottom 80%
16902,Bottom 80%
12610,Bottom 80%
15950,Bottom 80%
17282,Bottom 80%
12762,Bottom 80%
16007,Bottom 80%
13824,Bottom 80%
14834,Bottom 80%
16775,Bottom 80%
12764,Bottom 80%
16791,Bottom 80%
16813,Bottom 80%
16671,Bottom 80%
13763,Bottom 80%
15240,Bottom 80%
15380,Bottom 80%
13924,Bottom 80%
12843,Bottom 80%
17147,Bottom 80%
14245,Bottom 80%
16638,Bottom 80%
13149,Bottom 80%
17656,Bottom 80%
17193,Bottom 80%
13647,Bottom 80%
16115,Bottom 80%
12912,Bottom 80%
15214,Bottom 80%
15024,Bottom 80%
15332,Bottom 80%
14045,Bottom 80%
13577,Bottom 80%
12523,Bottom 80%
15549,Bottom 80%
16711,Bottom 80%
15826,Bottom 80%
17451,Bottom 80%
15827,Bottom 80%
13184,Bottom 80%
13750,Bottom 80%
13162,Bottom 80%
15002,Bottom 80%
17284,Bottom 80%
14837,Bottom 80%
17873,Bottom 80%
15953,Bottom 80%
12528,Bottom 80%
14164,Bottom 80%
16398,Bottom 80%
16515,Bottom 80%
14759,Bottom 80%
16987,Bottom 80%
13425,Bottom 80%
12423,Bottom 80%
15172,Bottom 80%
13627,Bottom 80%
17673,Bottom 80%
17101,Bottom 80%
14937,Bottom 80%
12383,Bottom 80%
14336,Bottom 80%
18161,Bottom 80%
15122,Bottom 80%
14312,Bottom 80%
12645,Bottom 80%
13614,Bottom 80%
14918,Bottom 80%
12868,Bottom 80%
15791,Bottom 80%
14573,Bottom 80%
16466,Bottom 80%
16992,Bottom 80%
14178,Bottom 80%
14587,Bottom 80%
12457,Bottom 80%
14719,Bottom 80%
14970,Bottom 80%
13850,Bottom 80%
16332,Bottom 80%
12393,Bottom 80%
16889,Bottom 80%
13634,Bottom 80%
18178,Bottom 80%
15111,Bottom 80%
16496,Bottom 80%
13814,Bottom 80%
18239,Bottom 80%
16676,Bottom 80%
13313,Bottom 80%
17085,Bottom 80%
17837,Bottom 80%
14038,Bottom 80%
15660,Bottom 80%
16369,Bottom 80%
13659,Bottom 80%
15117,Bottom 80%
15365,Bottom 80%
12377,Bottom 80%
12865,Bottom 80%
15611,Bottom 80%
14441,Bottom 80%
14442,Bottom 80%
15701,Bottom 80%
16365,Bottom 80%
13186,Bottom 80%
13397,Bottom 80%
13849,Bottom 80%
12877,Bottom 80%
17159,Bottom 80%
14321,Bottom 80%
16283,Bottom 80%
17997,Bottom 80%
12371,Bottom 80%
14567,Bottom 80%
15620,Bottom 80%
13107,Bottom 80%
16244,Bottom 80%
16434,Bottom 80%
16066,Bottom 80%
15906,Bottom 80%
16790,Bottom 80%
16880,Bottom 80%
13764,Bottom 80%
13213,Bottom 80%
16748,Bottom 80%
15392,Bottom 80%
14704,Bottom 80%
16053,Bottom 80%
16910,Bottom 80%
12635,Bottom 80%
15532,Bottom 80%
12407,Bottom 80%
15265,Bottom 80%
15625,Bottom 80%
12937,Bottom 80%
17152,Bottom 80%
15530,Bottom 80%
16762,Bottom 80%
17571,Bottom 80%
16279,Bottom 80%
13320,Bottom 80%
15916,Bottom 80%
15057,Bottom 80%
14963,Bottom 80%
17002,Bottom 80%
17553,Bottom 80%
16395,Bottom 80%
14878,Bottom 80%
14414,Bottom 80%
16755,Bottom 80%
14758,Bottom 80%
18016,Bottom 80%
16016,Bottom 80%
15427,Bottom 80%
17590,Bottom 80%
15983,Bottom 80%
14246,Bottom 80%
13692,Bottom 80%
12826,Bottom 80%
16348,Bottom 80%
15473,Bottom 80%
12882,Bottom 80%
14541,Bottom 80%
12530,Bottom 80%
16359,Bottom 80%
16059,Bottom 80%
14875,Bottom 80%
12349,Bottom 80%
13309,Bottom 80%
13110,Bottom 80%
15987,Bottom 80%
14229,Bottom 80%
14233,Bottom 80%
14591,Bottom 80%
16817,Bottom 80%
13461,Bottom 80%
17073,Bottom 80%
13477,Bottom 80%
15478,Bottom 80%
15858,Bottom 80%
12348,Bottom 80%
12398,Bottom 80%
14404,Bottom 80%
12381,Bottom 80%
13717,Bottom 80%
14566,Bottom 80%
13475,Bottom 80%
17175,Bottom 80%
15426,Bottom 80%
16103,Bottom 80%
14035,Bottom 80%
12669,Bottom 80%
16996,Bottom 80%
14403,Bottom 80%
15128,Bottom 80%
14740,Bottom 80%
17063,Bottom 80%
16503,Bottom 80%
17288,Bottom 80%
15444,Bottom 80%
14649,Bottom 80%
16012,Bottom 80%
14901,Bottom 80%
18116,Bottom 80%
17004,Bottom 80%
15237,Bottom 80%
16394,Bottom 80%
12759,Bottom 80%
16271,Bottom 80%
15106,Bottom 80%
12947,Bottom 80%
16173,Bottom 80%
17083,Bottom 80%
14443,Bottom 80%
14741,Bottom 80%
14019,Bottom 80%
18202,Bottom 80%
17856,Bottom 80%
17354,Bottom 80%
15051,Bottom 80%
13414,Bottom 80%
12405,Bottom 80%
13516,Bottom 80%
16539,Bottom 80%
15453,Bottom 80%
15134,Bottom 80%
17676,Bottom 80%
17311,Bottom 80%
15898,Bottom 80%
13572,Bottom 80%
16463,Bottom 80%
13995,Bottom 80%
12952,Bottom 80%
14116,Bottom 80%
16726,Bottom 80%
13159,Bottom 80%
14113,Bottom 80%
15569,Bottom 80%
14434,Bottom 80%
16669,Bottom 80%
14507,Bottom 80%
13308,Bottom 80%
14897,Bottom 80%
15095,Bottom 80%
16389,Bottom 80%
18167,Bottom 80%
13232,Bottom 80%
17054,Bottom 80%
17204,Bottom 80%
15116,Bottom 80%
16245,Bottom 80%
14859,Bottom 80%
16079,Bottom 80%
12770,Bottom 80%
12886,Bottom 80%
17368,Bottom 80%
12646,Bottom 80%
15411,Bottom 80%
14154,Bottom 80%
15596,Bottom 80%
17372,Bottom 80%
16317,Bottom 80%
16045,Bottom 80%
13743,Bottom 80%
15398,Bottom 80%
15734,Bottom 80%
16110,Bottom 80%
17621,Bottom 80%
15680,Bottom 80%
17932,Bottom 80%
16493,Bottom 80%
16295,Bottom 80%
15059,Bottom 80%
13396,Bottom 80%
16370,Bottom 80%
14748,Bottom 80%
16083,Bottom 80%
13012,Bottom 80%
14921,Bottom 80%
14102,Bottom 80%
16464,Bottom 80%
14973,Bottom 80%
18177,Bottom 80%
15146,Bottom 80%
16040,Bottom 80%
14856,Bottom 80%
15563,Bottom 80%
13501,Bottom 80%
13168,Bottom 80%
13328,Bottom 80%
14477,Bottom 80%
12576,Bottom 80%
16744,Bottom 80%
17919,Bottom 80%
15813,Bottom 80%
12620,Bottom 80%
12919,Bottom 80%
15494,Bottom 80%
17961,Bottom 80%
17095,Bottom 80%
12783,Bottom 80%
16929,Bottom 80%
16224,Bottom 80%
16120,Bottom 80%
14071,Bottom 80%
14297,Bottom 80%
14047,Bottom 80%
14738,Bottom 80%
12854,Bottom 80%
16571,Bottom 80%
17671,Bottom 80%
15136,Bottom 80%
16899,Bottom 80%
13878,Bottom 80%
13538,Bottom 80%
14267,Bottom 80%
17019,Bottom 80%
14794,Bottom 80%
14669,Bottom 80%
13492,Bottom 80%
13431,Bottom 80%
15199,Bottom 80%
14511,Bottom 80%
17158,Bottom 80%
13989,Bottom 80%
12352,Bottom 80%
14916,Bottom 80%
16951,Bottom 80%
15009,Bottom 80%
16688,Bottom 80%
16842,Bottom 80%
14105,Bottom 80%
15497,Bottom 80%
17388,Bottom 80%
14665,Bottom 80%
17412,Bottom 80%
17350,Bottom 80%
13848,Bottom 80%
17262,Bottom 80%
17037,Bottom 80%
17802,Bottom 80%
14698,Bottom 80%
13151,Bottom 80%
17481,Bottom 80%
14383,Bottom 80%
13029,Bottom 80%
12775,Bottom 80%
16101,Bottom 80%
15004,Bottom 80%
12488,Bottom 80%
16531,Bottom 80%
17633,Bottom 80%
17588,Bottom 80%
13860,Bottom 80%
14893,Bottom 80%
14684,Bottom 80%
15376,Bottom 80%
15910,Bottom 80%
18080,Bottom 80%
13931,Bottom 80%
14428,Bottom 80%
14898,Bottom 80%
14913,Bottom 80%
17584,Bottom 80%
15227,Bottom 80%
13491,Bottom 80%
12985,Bottom 80%
17774,Bottom 80%
17410,Bottom 80%
13918,Bottom 80%
18263,Bottom 80%
15841,Bottom 80%
18171,Bottom 80%
12364,Bottom 80%
13055,Bottom 80%
16800,Bottom 80%
13158,Bottom 80%
17320,Bottom 80%
16794,Bottom 80%
13208,Bottom 80%
13564,Bottom 80%
15605,Bottom 80%
17800,Bottom 80%
12997,Bottom 80%
13211,Bottom 80%
12372,Bottom 80%
17720,Bottom 80%
12967,Bottom 80%
15145,Bottom 80%
12611,Bottom 80%
14064,Bottom 80%
16612,Bottom 80%
13752,Bottom 80%
12516,Bottom 80%
14487,Bottom 80%
15630,Bottom 80%
17058,Bottom 80%
16950,Bottom 80%
17653,Bottom 80%
15306,Bottom 80%
12526,Bottom 80%
16639,Bottom 80%
14745,Bottom 80%
16653,Bottom 80%
14857,Bottom 80%
12463,Bottom 80%
14737,Bottom 80%
14261,Bottom 80%
14447,Bottom 80%
16949,Bottom 80%
17348,Bottom 80%
15621,Bottom 80%
12885,Bottom 80%
13611,Bottom 80%
12818,Bottom 80%
14723,Bottom 80%
13744,Bottom 80%
16184,Bottom 80%
13813,Bottom 80%
16062,Bottom 80%
15108,Bottom 80%
16042,Bottom 80%
13499,Bottom 80%
17505,Bottom 80%
16766,Bottom 80%
15810,Bottom 80%
12769,Bottom 80%
17770,Bottom 80%
12412,Bottom 80%
18125,Bottom 80%
16270,Bottom 80%
13330,Bottom 80%
13819,Bottom 80%
15088,Bottom 80%
16172,Bottom 80%
17135,Bottom 80%
12689,Bottom 80%
17500,Bottom 80%
13500,Bottom 80%
17242,Bottom 80%
18168,Bottom 80%
16989,Bottom 80%
17585,Bottom 80%
13772,Bottom 80%
15500,Bottom 80%
13882,Bottom 80%
14824,Bottom 80%
16692,Bottom 80%
17470,Bottom 80%
13118,Bottom 80%
16637,Bottom 80%
14129,Bottom 80%
15436,Bottom 80%
13486,Bottom 80%
16807,Bottom 80%
15737,Bottom 80%
17302,Bottom 80%
13064,Bottom 80%
17894,Bottom 80%
16086,Bottom 80%
12842,Bottom 80%
15716,Bottom 80%
13591,Bottom 80%
14971,Bottom 80%
13610,Bottom 80%
17788,Bottom 80%
16049,Bottom 80%
14161,Bottom 80%
15069,Bottom 80%
15730,Bottom 80%
15933,Bottom 80%
17562,Bottom 80%
16833,Bottom 80%
12857,Bottom 80%
13447,Bottom 80%
15602,Bottom 80%
17047,Bottom 80%
16350,Bottom 80%
15978,Bottom 80%
13104,Bottom 80%
17966,Bottom 80%
14708,Bottom 80%
17609,Bottom 80%
16225,Bottom 80%
13652,Bottom 80%
15608,Bottom 80%
13476,Bottom 80%
13521,Bottom 80%
